record_date,day_of_week,is_weekend,shop_id,store_name,category,daily_revenue_inr,transaction_count,store_footfall,sales_per_sqft,conversion_rate
02/28/25,Friday,FALSE,1049,House of Candy,Kiosk,39230,250,304,392.3,0.822368421
03/01/25,Saturday,TRUE,1049,House of Candy,Kiosk,39178,185,261,391.78,0.708812261
03/02/25,Sunday,TRUE,1049,House of Candy,Kiosk,41015,319,340,410.15,0.938235294
03/03/25,Monday,FALSE,1049,House of Candy,Kiosk,36575,104,146,365.75,0.712328767
03/04/25,Tuesday,FALSE,1049,House of Candy,Kiosk,38120,216,253,381.2,0.853754941
03/05/25,Wednesday,FALSE,1049,House of Candy,Kiosk,29670,246,279,296.7,0.88172043
03/06/25,Thursday,FALSE,1049,House of Candy,Kiosk,32469,106,118,324.69,0.898305085
03/07/25,Friday,FALSE,1049,House of Candy,Kiosk,35418,110,139,354.18,0.791366906
03/08/25,Saturday,TRUE,1049,House of Candy,Kiosk,60591,260,370,605.91,0.702702703
03/09/25,Sunday,TRUE,1049,House of Candy,Kiosk,70711,196,231,707.11,0.848484848
03/10/25,Monday,FALSE,1049,House of Candy,Kiosk,36555,161,171,365.55,0.941520468
03/11/25,Tuesday,FALSE,1049,House of Candy,Kiosk,34248,250,291,342.48,0.859106529
03/12/25,Wednesday,FALSE,1049,House of Candy,Kiosk,31034,192,225,310.34,0.853333333
03/13/25,Thursday,FALSE,1049,House of Candy,Kiosk,24254,222,285,242.54,0.778947368
03/14/25,Friday,FALSE,1049,House of Candy,Kiosk,92035,492,702,920.35,0.700854701
03/15/25,Saturday,TRUE,1049,House of Candy,Kiosk,82472,405,566,824.72,0.715547703
03/16/25,Sunday,TRUE,1049,House of Candy,Kiosk,25295,361,438,252.95,0.824200913
03/17/25,Monday,FALSE,1049,House of Candy,Kiosk,28778,245,287,287.78,0.853658537
03/18/25,Tuesday,FALSE,1049,House of Candy,Kiosk,23101,249,249,231.01,1
03/19/25,Wednesday,FALSE,1049,House of Candy,Kiosk,19447,148,183,194.47,0.808743169
03/20/25,Thursday,FALSE,1049,House of Candy,Kiosk,26526,152,183,265.26,0.830601093
03/21/25,Friday,FALSE,1049,House of Candy,Kiosk,16851,171,202,168.51,0.846534653
03/22/25,Saturday,TRUE,1049,House of Candy,Kiosk,60748,357,467,607.48,0.764453961
03/23/25,Sunday,TRUE,1049,House of Candy,Kiosk,55387,178,213,553.87,0.835680751
03/24/25,Monday,FALSE,1049,House of Candy,Kiosk,37515,229,315,375.15,0.726984127
03/25/25,Tuesday,FALSE,1049,House of Candy,Kiosk,35431,188,192,354.31,0.979166667
03/26/25,Wednesday,FALSE,1049,House of Candy,Kiosk,21834,202,275,218.34,0.734545455
03/27/25,Thursday,FALSE,1049,House of Candy,Kiosk,34201,138,184,342.01,0.75
03/28/25,Friday,FALSE,1049,House of Candy,Kiosk,23625,242,264,236.25,0.916666667
03/29/25,Saturday,TRUE,1049,House of Candy,Kiosk,44757,299,375,447.57,0.797333333
03/30/25,Sunday,TRUE,1049,House of Candy,Kiosk,54026,171,191,540.26,0.895287958
03/31/25,Monday,FALSE,1049,House of Candy,Kiosk,21542,172,211,215.42,0.815165877
04/01/25,Tuesday,FALSE,1049,House of Candy,Kiosk,38183,199,272,381.83,0.731617647
04/02/25,Wednesday,FALSE,1049,House of Candy,Kiosk,16656,244,279,166.56,0.874551971
04/03/25,Thursday,FALSE,1049,House of Candy,Kiosk,33222,221,242,332.22,0.91322314
04/04/25,Friday,FALSE,1049,House of Candy,Kiosk,21093,118,156,210.93,0.756410256
04/05/25,Saturday,TRUE,1049,House of Candy,Kiosk,50987,309,440,509.87,0.702272727
04/06/25,Sunday,TRUE,1049,House of Candy,Kiosk,75475,349,440,754.75,0.793181818
04/07/25,Monday,FALSE,1049,House of Candy,Kiosk,17233,193,262,172.33,0.736641221
04/08/25,Tuesday,FALSE,1049,House of Candy,Kiosk,25576,215,288,255.76,0.746527778
04/09/25,Wednesday,FALSE,1049,House of Candy,Kiosk,24283,120,167,242.83,0.718562874
04/10/25,Thursday,FALSE,1049,House of Candy,Kiosk,21655,244,332,216.55,0.734939759
04/11/25,Friday,FALSE,1049,House of Candy,Kiosk,26334,206,286,263.34,0.72027972
04/12/25,Saturday,TRUE,1049,House of Candy,Kiosk,41931,361,448,419.31,0.805803571
04/13/25,Sunday,TRUE,1049,House of Candy,Kiosk,32697,206,206,326.97,1
04/14/25,Monday,FALSE,1049,House of Candy,Kiosk,18796,193,228,187.96,0.846491228
04/15/25,Tuesday,FALSE,1049,House of Candy,Kiosk,29182,136,194,291.82,0.701030928
04/16/25,Wednesday,FALSE,1049,House of Candy,Kiosk,33892,171,191,338.92,0.895287958
04/17/25,Thursday,FALSE,1049,House of Candy,Kiosk,26255,250,301,262.55,0.830564784
04/18/25,Friday,FALSE,1049,House of Candy,Kiosk,66395,252,362,663.95,0.696132597
04/19/25,Saturday,TRUE,1049,House of Candy,Kiosk,51670,212,217,516.7,0.976958525
04/20/25,Sunday,TRUE,1049,House of Candy,Kiosk,41793,388,494,417.93,0.785425101
04/21/25,Monday,FALSE,1049,House of Candy,Kiosk,32249,163,228,322.49,0.714912281
04/22/25,Tuesday,FALSE,1049,House of Candy,Kiosk,21372,134,159,213.72,0.842767296
04/23/25,Wednesday,FALSE,1049,House of Candy,Kiosk,27969,221,284,279.69,0.778169014
04/24/25,Thursday,FALSE,1049,House of Candy,Kiosk,19231,214,255,192.31,0.839215686
04/25/25,Friday,FALSE,1049,House of Candy,Kiosk,29689,156,203,296.89,0.768472906
04/26/25,Saturday,TRUE,1049,House of Candy,Kiosk,32828,209,219,328.28,0.9543379
04/27/25,Sunday,TRUE,1049,House of Candy,Kiosk,47912,194,204,479.12,0.950980392
04/28/25,Monday,FALSE,1049,House of Candy,Kiosk,24302,198,230,243.02,0.860869565
04/29/25,Tuesday,FALSE,1049,House of Candy,Kiosk,26799,169,169,267.99,1
04/30/25,Wednesday,FALSE,1049,House of Candy,Kiosk,18359,234,307,183.59,0.762214984
05/01/25,Thursday,FALSE,1049,House of Candy,Kiosk,20726,230,308,207.26,0.746753247
05/02/25,Friday,FALSE,1049,House of Candy,Kiosk,26171,122,173,261.71,0.705202312
05/03/25,Saturday,TRUE,1049,House of Candy,Kiosk,61704,249,327,617.04,0.76146789
05/04/25,Sunday,TRUE,1049,House of Candy,Kiosk,36701,340,378,367.01,0.899470899
05/05/25,Monday,FALSE,1049,House of Candy,Kiosk,24256,160,220,242.56,0.727272727
05/06/25,Tuesday,FALSE,1049,House of Candy,Kiosk,23961,101,103,239.61,0.980582524
05/07/25,Wednesday,FALSE,1049,House of Candy,Kiosk,37898,113,150,378.98,0.753333333
05/08/25,Thursday,FALSE,1049,House of Candy,Kiosk,24181,205,263,241.81,0.779467681
05/09/25,Friday,FALSE,1049,House of Candy,Kiosk,30559,135,178,305.59,0.758426966
05/10/25,Saturday,TRUE,1049,House of Candy,Kiosk,51738,173,200,517.38,0.865
05/11/25,Sunday,TRUE,1049,House of Candy,Kiosk,36287,281,386,362.87,0.727979275
05/12/25,Monday,FALSE,1049,House of Candy,Kiosk,24809,227,284,248.09,0.799295775
05/13/25,Tuesday,FALSE,1049,House of Candy,Kiosk,28754,152,208,287.54,0.730769231
05/14/25,Wednesday,FALSE,1049,House of Candy,Kiosk,34622,245,246,346.22,0.995934959
05/15/25,Thursday,FALSE,1049,House of Candy,Kiosk,15503,162,229,155.03,0.707423581
05/16/25,Friday,FALSE,1049,House of Candy,Kiosk,18591,226,271,185.91,0.833948339
05/17/25,Saturday,TRUE,1049,House of Candy,Kiosk,55823,273,344,558.23,0.793604651
05/18/25,Sunday,TRUE,1049,House of Candy,Kiosk,59023,315,428,590.23,0.735981308
05/19/25,Monday,FALSE,1049,House of Candy,Kiosk,32898,227,269,328.98,0.843866171
05/20/25,Tuesday,FALSE,1049,House of Candy,Kiosk,38670,187,187,386.7,1
05/21/25,Wednesday,FALSE,1049,House of Candy,Kiosk,32770,199,199,327.7,1
05/22/25,Thursday,FALSE,1049,House of Candy,Kiosk,36209,250,359,362.09,0.69637883
05/23/25,Friday,FALSE,1049,House of Candy,Kiosk,35831,188,219,358.31,0.858447489
05/24/25,Saturday,TRUE,1049,House of Candy,Kiosk,23826,408,555,238.26,0.735135135
05/25/25,Sunday,TRUE,1049,House of Candy,Kiosk,36754,461,461,367.54,1
05/26/25,Monday,FALSE,1049,House of Candy,Kiosk,22301,108,152,223.01,0.710526316
05/27/25,Tuesday,FALSE,1049,House of Candy,Kiosk,38116,150,180,381.16,0.833333333
05/28/25,Wednesday,FALSE,1049,House of Candy,Kiosk,35294,125,151,352.94,0.82781457
05/29/25,Thursday,FALSE,1049,House of Candy,Kiosk,17319,152,189,173.19,0.804232804
05/30/25,Friday,FALSE,1049,House of Candy,Kiosk,30498,102,127,304.98,0.803149606
05/31/25,Saturday,TRUE,1049,House of Candy,Kiosk,60552,225,323,605.52,0.696594427
06/01/25,Sunday,TRUE,1049,House of Candy,Kiosk,40611,216,304,406.11,0.710526316
06/02/25,Monday,FALSE,1049,House of Candy,Kiosk,28089,217,246,280.89,0.882113821
06/03/25,Tuesday,FALSE,1049,House of Candy,Kiosk,22626,240,316,226.26,0.759493671
06/04/25,Wednesday,FALSE,1049,House of Candy,Kiosk,17113,126,155,171.13,0.812903226
06/05/25,Thursday,FALSE,1049,House of Candy,Kiosk,35039,236,322,350.39,0.732919255
06/06/25,Friday,FALSE,1049,House of Candy,Kiosk,26924,144,144,269.24,1
06/07/25,Saturday,TRUE,1049,House of Candy,Kiosk,40587,225,240,405.87,0.9375
06/08/25,Sunday,TRUE,1049,House of Candy,Kiosk,60284,313,327,602.84,0.957186544
06/09/25,Monday,FALSE,1049,House of Candy,Kiosk,25007,147,162,250.07,0.907407407
06/10/25,Tuesday,FALSE,1049,House of Candy,Kiosk,27279,139,139,272.79,1
06/11/25,Wednesday,FALSE,1049,House of Candy,Kiosk,20641,235,291,206.41,0.807560137
06/12/25,Thursday,FALSE,1049,House of Candy,Kiosk,21289,173,217,212.89,0.797235023
06/13/25,Friday,FALSE,1049,House of Candy,Kiosk,15361,147,182,153.61,0.807692308
06/14/25,Saturday,TRUE,1049,House of Candy,Kiosk,53545,325,446,535.45,0.728699552
06/15/25,Sunday,TRUE,1049,House of Candy,Kiosk,44344,419,510,443.44,0.821568627
06/16/25,Monday,FALSE,1049,House of Candy,Kiosk,15306,148,154,153.06,0.961038961
06/17/25,Tuesday,FALSE,1049,House of Candy,Kiosk,29842,162,185,298.42,0.875675676
06/18/25,Wednesday,FALSE,1049,House of Candy,Kiosk,19768,152,211,197.68,0.720379147
06/19/25,Thursday,FALSE,1049,House of Candy,Kiosk,35024,190,269,350.24,0.706319703
06/20/25,Friday,FALSE,1049,House of Candy,Kiosk,15181,130,185,151.81,0.702702703
06/21/25,Saturday,TRUE,1049,House of Candy,Kiosk,44828,197,251,448.28,0.784860558
06/22/25,Sunday,TRUE,1049,House of Candy,Kiosk,25057,264,334,250.57,0.790419162
06/23/25,Monday,FALSE,1049,House of Candy,Kiosk,36862,103,115,368.62,0.895652174
06/24/25,Tuesday,FALSE,1049,House of Candy,Kiosk,18045,215,267,180.45,0.805243446
06/25/25,Wednesday,FALSE,1049,House of Candy,Kiosk,28134,200,224,281.34,0.892857143
06/26/25,Thursday,FALSE,1049,House of Candy,Kiosk,38863,200,275,388.63,0.727272727
06/27/25,Friday,FALSE,1049,House of Candy,Kiosk,16725,124,152,167.25,0.815789474
06/28/25,Saturday,TRUE,1049,House of Candy,Kiosk,63128,214,240,631.28,0.891666667
06/29/25,Sunday,TRUE,1049,House of Candy,Kiosk,53841,191,243,538.41,0.78600823
06/30/25,Monday,FALSE,1049,House of Candy,Kiosk,29719,125,152,297.19,0.822368421
07/01/25,Tuesday,FALSE,1049,House of Candy,Kiosk,28573,228,327,285.73,0.697247706
07/02/25,Wednesday,FALSE,1049,House of Candy,Kiosk,16363,187,187,163.63,1
07/03/25,Thursday,FALSE,1049,House of Candy,Kiosk,27693,220,313,276.93,0.702875399
07/04/25,Friday,FALSE,1049,House of Candy,Kiosk,18106,229,310,181.06,0.738709677
07/05/25,Saturday,TRUE,1049,House of Candy,Kiosk,73657,451,609,736.57,0.740558292
07/06/25,Sunday,TRUE,1049,House of Candy,Kiosk,39299,243,243,392.99,1
07/07/25,Monday,FALSE,1049,House of Candy,Kiosk,23462,167,167,234.62,1
07/08/25,Tuesday,FALSE,1049,House of Candy,Kiosk,29078,128,157,290.78,0.815286624
07/09/25,Wednesday,FALSE,1049,House of Candy,Kiosk,20112,154,154,201.12,1
07/10/25,Thursday,FALSE,1049,House of Candy,Kiosk,16873,199,249,168.73,0.799196787
07/11/25,Friday,FALSE,1049,House of Candy,Kiosk,29866,150,167,298.66,0.898203593
07/12/25,Saturday,TRUE,1049,House of Candy,Kiosk,66872,179,185,668.72,0.967567568
07/13/25,Sunday,TRUE,1049,House of Candy,Kiosk,37310,218,309,373.1,0.705501618
07/14/25,Monday,FALSE,1049,House of Candy,Kiosk,18670,151,214,186.7,0.705607477
07/15/25,Tuesday,FALSE,1049,House of Candy,Kiosk,17099,109,112,170.99,0.973214286
07/16/25,Wednesday,FALSE,1049,House of Candy,Kiosk,29521,187,189,295.21,0.989417989
07/17/25,Thursday,FALSE,1049,House of Candy,Kiosk,37832,145,191,378.32,0.759162304
07/18/25,Friday,FALSE,1049,House of Candy,Kiosk,37281,233,233,372.81,1
07/19/25,Saturday,TRUE,1049,House of Candy,Kiosk,77403,216,303,774.03,0.712871287
07/20/25,Sunday,TRUE,1049,House of Candy,Kiosk,69275,346,466,692.75,0.74248927
07/21/25,Monday,FALSE,1049,House of Candy,Kiosk,35398,143,166,353.98,0.861445783
07/22/25,Tuesday,FALSE,1049,House of Candy,Kiosk,34707,160,211,347.07,0.758293839
07/23/25,Wednesday,FALSE,1049,House of Candy,Kiosk,37928,244,304,379.28,0.802631579
07/24/25,Thursday,FALSE,1049,House of Candy,Kiosk,25603,147,183,256.03,0.803278689
07/25/25,Friday,FALSE,1049,House of Candy,Kiosk,21426,143,178,214.26,0.803370787
07/26/25,Saturday,TRUE,1049,House of Candy,Kiosk,59769,273,390,597.69,0.7
07/27/25,Sunday,TRUE,1049,House of Candy,Kiosk,52571,447,635,525.71,0.703937008
07/28/25,Monday,FALSE,1049,House of Candy,Kiosk,15883,247,250,158.83,0.988
07/29/25,Tuesday,FALSE,1049,House of Candy,Kiosk,23857,245,276,238.57,0.887681159
07/30/25,Wednesday,FALSE,1049,House of Candy,Kiosk,28008,164,212,280.08,0.773584906
07/31/25,Thursday,FALSE,1049,House of Candy,Kiosk,39077,169,212,390.77,0.797169811
08/01/25,Friday,FALSE,1049,House of Candy,Kiosk,25518,234,234,255.18,1
08/02/25,Saturday,TRUE,1049,House of Candy,Kiosk,71747,193,216,717.47,0.893518519
08/03/25,Sunday,TRUE,1049,House of Candy,Kiosk,59873,314,444,598.73,0.707207207
08/04/25,Monday,FALSE,1049,House of Candy,Kiosk,18769,158,198,187.69,0.797979798
08/05/25,Tuesday,FALSE,1049,House of Candy,Kiosk,18100,167,167,181,1
08/06/25,Wednesday,FALSE,1049,House of Candy,Kiosk,23097,231,297,230.97,0.777777778
08/07/25,Thursday,FALSE,1049,House of Candy,Kiosk,19450,123,137,194.5,0.897810219
08/08/25,Friday,FALSE,1049,House of Candy,Kiosk,37297,205,236,372.97,0.868644068
08/09/25,Saturday,TRUE,1049,House of Candy,Kiosk,54218,352,378,542.18,0.931216931
08/10/25,Sunday,TRUE,1049,House of Candy,Kiosk,48473,164,225,484.73,0.728888889
08/11/25,Monday,FALSE,1049,House of Candy,Kiosk,30510,109,118,305.1,0.923728814
08/12/25,Tuesday,FALSE,1049,House of Candy,Kiosk,17913,130,170,179.13,0.764705882
08/13/25,Wednesday,FALSE,1049,House of Candy,Kiosk,24615,130,176,246.15,0.738636364
08/14/25,Thursday,FALSE,1049,House of Candy,Kiosk,28078,108,118,280.78,0.915254237
08/15/25,Friday,FALSE,1049,House of Candy,Kiosk,100772,539,559,1007.72,0.964221825
08/16/25,Saturday,TRUE,1049,House of Candy,Kiosk,35432,240,240,354.32,1
08/17/25,Sunday,TRUE,1049,House of Candy,Kiosk,33200,278,294,332,0.945578231
08/18/25,Monday,FALSE,1049,House of Candy,Kiosk,19979,194,269,199.79,0.721189591
08/19/25,Tuesday,FALSE,1049,House of Candy,Kiosk,20968,201,284,209.68,0.707746479
08/20/25,Wednesday,FALSE,1049,House of Candy,Kiosk,17950,128,136,179.5,0.941176471
08/21/25,Thursday,FALSE,1049,House of Candy,Kiosk,23871,122,163,238.71,0.748466258
08/22/25,Friday,FALSE,1049,House of Candy,Kiosk,38021,146,146,380.21,1
08/23/25,Saturday,TRUE,1049,House of Candy,Kiosk,46232,411,434,462.32,0.947004608
08/24/25,Sunday,TRUE,1049,House of Candy,Kiosk,38950,297,347,389.5,0.855907781
08/25/25,Monday,FALSE,1049,House of Candy,Kiosk,29098,191,244,290.98,0.782786885
08/26/25,Tuesday,FALSE,1049,House of Candy,Kiosk,35593,117,118,355.93,0.991525424
08/27/25,Wednesday,FALSE,1049,House of Candy,Kiosk,30855,197,244,308.55,0.807377049
08/28/25,Thursday,FALSE,1049,House of Candy,Kiosk,29416,199,253,294.16,0.786561265
08/29/25,Friday,FALSE,1049,House of Candy,Kiosk,32865,146,207,328.65,0.70531401
08/30/25,Saturday,TRUE,1049,House of Candy,Kiosk,28553,415,518,285.53,0.801158301
08/31/25,Sunday,TRUE,1049,House of Candy,Kiosk,45166,223,288,451.66,0.774305556
09/01/25,Monday,FALSE,1049,House of Candy,Kiosk,24203,142,190,242.03,0.747368421
09/02/25,Tuesday,FALSE,1049,House of Candy,Kiosk,29424,174,222,294.24,0.783783784
09/03/25,Wednesday,FALSE,1049,House of Candy,Kiosk,15484,246,310,154.84,0.793548387
09/04/25,Thursday,FALSE,1049,House of Candy,Kiosk,26971,237,326,269.71,0.726993865
09/05/25,Friday,FALSE,1049,House of Candy,Kiosk,29243,163,200,292.43,0.815
09/06/25,Saturday,TRUE,1049,House of Candy,Kiosk,83964,292,370,839.64,0.789189189
09/07/25,Sunday,TRUE,1049,House of Candy,Kiosk,61998,318,353,619.98,0.900849858
09/08/25,Monday,FALSE,1049,House of Candy,Kiosk,26089,240,336,260.89,0.714285714
09/09/25,Tuesday,FALSE,1049,House of Candy,Kiosk,31249,132,156,312.49,0.846153846
09/10/25,Wednesday,FALSE,1049,House of Candy,Kiosk,20505,105,113,205.05,0.92920354
09/11/25,Thursday,FALSE,1049,House of Candy,Kiosk,23133,248,323,231.33,0.767801858
09/12/25,Friday,FALSE,1049,House of Candy,Kiosk,21404,209,262,214.04,0.797709924
09/13/25,Saturday,TRUE,1049,House of Candy,Kiosk,54980,294,421,549.8,0.698337292
09/14/25,Sunday,TRUE,1049,House of Candy,Kiosk,64710,386,429,647.1,0.8997669
09/15/25,Monday,FALSE,1049,House of Candy,Kiosk,35804,163,198,358.04,0.823232323
09/16/25,Tuesday,FALSE,1049,House of Candy,Kiosk,27866,130,161,278.66,0.807453416
09/17/25,Wednesday,FALSE,1049,House of Candy,Kiosk,30443,152,201,304.43,0.756218905
09/18/25,Thursday,FALSE,1049,House of Candy,Kiosk,25298,100,100,252.98,1
09/19/25,Friday,FALSE,1049,House of Candy,Kiosk,15403,235,242,154.03,0.97107438
09/20/25,Saturday,TRUE,1049,House of Candy,Kiosk,59808,148,153,598.08,0.967320261
09/21/25,Sunday,TRUE,1049,House of Candy,Kiosk,52961,272,319,529.61,0.852664577
09/22/25,Monday,FALSE,1049,House of Candy,Kiosk,29945,112,126,299.45,0.888888889
09/23/25,Tuesday,FALSE,1049,House of Candy,Kiosk,20932,120,126,209.32,0.952380952
09/24/25,Wednesday,FALSE,1049,House of Candy,Kiosk,32538,156,189,325.38,0.825396825
09/25/25,Thursday,FALSE,1049,House of Candy,Kiosk,31051,100,131,310.51,0.763358779
09/26/25,Friday,FALSE,1049,House of Candy,Kiosk,31918,138,138,319.18,1
09/27/25,Saturday,TRUE,1049,House of Candy,Kiosk,47833,284,331,478.33,0.858006042
09/28/25,Sunday,TRUE,1049,House of Candy,Kiosk,57867,228,254,578.67,0.897637795
09/29/25,Monday,FALSE,1049,House of Candy,Kiosk,33936,184,214,339.36,0.859813084
09/30/25,Tuesday,FALSE,1049,House of Candy,Kiosk,35328,122,144,353.28,0.847222222
10/01/25,Wednesday,FALSE,1049,House of Candy,Kiosk,29002,133,147,290.02,0.904761905
10/02/25,Thursday,FALSE,1049,House of Candy,Kiosk,66664,325,455,666.64,0.714285714
10/03/25,Friday,FALSE,1049,House of Candy,Kiosk,37106,148,171,371.06,0.865497076
10/04/25,Saturday,TRUE,1049,House of Candy,Kiosk,47747,464,464,477.47,1
10/05/25,Sunday,TRUE,1049,House of Candy,Kiosk,75804,277,295,758.04,0.938983051
10/06/25,Monday,FALSE,1049,House of Candy,Kiosk,23230,173,173,232.3,1
10/07/25,Tuesday,FALSE,1049,House of Candy,Kiosk,38713,166,209,387.13,0.794258373
10/08/25,Wednesday,FALSE,1049,House of Candy,Kiosk,21069,122,139,210.69,0.877697842
10/09/25,Thursday,FALSE,1049,House of Candy,Kiosk,27462,199,281,274.62,0.708185053
10/10/25,Friday,FALSE,1049,House of Candy,Kiosk,20259,208,295,202.59,0.705084746
10/11/25,Saturday,TRUE,1049,House of Candy,Kiosk,79992,245,255,799.92,0.960784314
10/12/25,Sunday,TRUE,1049,House of Candy,Kiosk,56362,246,269,563.62,0.914498141
01/06/25,Monday,FALSE,1050,MAC,Beauty,304806,143,482,381.01,0.296680498
01/07/25,Tuesday,FALSE,1050,MAC,Beauty,159361,131,340,199.2,0.385294118
01/08/25,Wednesday,FALSE,1050,MAC,Beauty,324362,100,313,405.45,0.319488818
01/09/25,Thursday,FALSE,1050,MAC,Beauty,236301,64,220,295.38,0.290909091
01/10/25,Friday,FALSE,1050,MAC,Beauty,273770,107,303,342.21,0.353135314
01/11/25,Saturday,TRUE,1050,MAC,Beauty,583140,253,633,728.92,0.399684044
01/12/25,Sunday,TRUE,1050,MAC,Beauty,393316,175,589,491.64,0.297113752
01/13/25,Monday,FALSE,1050,MAC,Beauty,278629,89,308,348.29,0.288961039
01/14/25,Tuesday,FALSE,1050,MAC,Beauty,263558,50,172,329.45,0.290697674
01/15/25,Wednesday,FALSE,1050,MAC,Beauty,399392,110,342,499.24,0.321637427
01/16/25,Thursday,FALSE,1050,MAC,Beauty,259730,81,274,324.66,0.295620438
01/17/25,Friday,FALSE,1050,MAC,Beauty,297755,100,278,372.19,0.35971223
01/18/25,Saturday,TRUE,1050,MAC,Beauty,661075,164,526,826.34,0.311787072
01/19/25,Sunday,TRUE,1050,MAC,Beauty,463750,171,462,579.69,0.37012987
01/20/25,Monday,FALSE,1050,MAC,Beauty,381071,50,141,476.34,0.354609929
01/21/25,Tuesday,FALSE,1050,MAC,Beauty,341020,107,299,426.27,0.357859532
01/22/25,Wednesday,FALSE,1050,MAC,Beauty,253497,76,186,316.87,0.408602151
01/23/25,Thursday,FALSE,1050,MAC,Beauty,389086,138,457,486.36,0.301969365
01/24/25,Friday,FALSE,1050,MAC,Beauty,241281,57,158,301.6,0.360759494
01/25/25,Saturday,TRUE,1050,MAC,Beauty,487155,263,869,608.94,0.30264672
01/26/25,Sunday,TRUE,1050,MAC,Beauty,703722,173,600,879.65,0.288333333
01/27/25,Monday,FALSE,1050,MAC,Beauty,355295,88,250,444.12,0.352
01/28/25,Tuesday,FALSE,1050,MAC,Beauty,174984,80,242,218.73,0.330578512
01/29/25,Wednesday,FALSE,1050,MAC,Beauty,168853,93,334,211.07,0.278443114
01/30/25,Thursday,FALSE,1050,MAC,Beauty,334975,100,305,418.72,0.327868852
01/31/25,Friday,FALSE,1050,MAC,Beauty,234112,95,268,292.64,0.354477612
02/01/25,Saturday,TRUE,1050,MAC,Beauty,601751,132,374,752.19,0.352941176
02/02/25,Sunday,TRUE,1050,MAC,Beauty,500431,235,715,625.54,0.328671329
02/03/25,Monday,FALSE,1050,MAC,Beauty,244454,70,203,305.57,0.344827586
02/04/25,Tuesday,FALSE,1050,MAC,Beauty,273880,96,319,342.35,0.300940439
02/05/25,Wednesday,FALSE,1050,MAC,Beauty,197238,53,173,246.55,0.306358382
02/06/25,Thursday,FALSE,1050,MAC,Beauty,225089,94,238,281.36,0.394957983
02/07/25,Friday,FALSE,1050,MAC,Beauty,382661,80,210,478.33,0.380952381
02/08/25,Saturday,TRUE,1050,MAC,Beauty,683509,112,273,854.39,0.41025641
02/09/25,Sunday,TRUE,1050,MAC,Beauty,423627,184,621,529.53,0.296296296
02/10/25,Monday,FALSE,1050,MAC,Beauty,182216,92,225,227.77,0.408888889
02/11/25,Tuesday,FALSE,1050,MAC,Beauty,285261,91,313,356.58,0.290734824
02/12/25,Wednesday,FALSE,1050,MAC,Beauty,294903,63,189,368.63,0.333333333
02/13/25,Thursday,FALSE,1050,MAC,Beauty,314398,99,285,393,0.347368421
02/14/25,Friday,FALSE,1050,MAC,Beauty,375825,93,279,469.78,0.333333333
02/15/25,Saturday,TRUE,1050,MAC,Beauty,592717,166,563,740.9,0.294849023
02/16/25,Sunday,TRUE,1050,MAC,Beauty,486386,190,544,607.98,0.349264706
02/17/25,Monday,FALSE,1050,MAC,Beauty,258317,53,152,322.9,0.348684211
02/18/25,Tuesday,FALSE,1050,MAC,Beauty,254750,144,351,318.44,0.41025641
02/19/25,Wednesday,FALSE,1050,MAC,Beauty,207506,116,405,259.38,0.286419753
02/20/25,Thursday,FALSE,1050,MAC,Beauty,246050,119,424,307.56,0.280660377
02/21/25,Friday,FALSE,1050,MAC,Beauty,234918,61,218,293.65,0.279816514
02/22/25,Saturday,TRUE,1050,MAC,Beauty,419540,107,274,524.42,0.390510949
02/23/25,Sunday,TRUE,1050,MAC,Beauty,428509,198,555,535.64,0.356756757
02/24/25,Monday,FALSE,1050,MAC,Beauty,272906,109,384,341.13,0.283854167
02/25/25,Tuesday,FALSE,1050,MAC,Beauty,388890,80,233,486.11,0.343347639
02/26/25,Wednesday,FALSE,1050,MAC,Beauty,315336,131,392,394.17,0.334183673
02/27/25,Thursday,FALSE,1050,MAC,Beauty,306239,90,314,382.8,0.286624204
02/28/25,Friday,FALSE,1050,MAC,Beauty,158425,68,165,198.03,0.412121212
03/01/25,Saturday,TRUE,1050,MAC,Beauty,296849,211,751,371.06,0.280958722
03/02/25,Sunday,TRUE,1050,MAC,Beauty,538887,114,305,673.61,0.373770492
03/03/25,Monday,FALSE,1050,MAC,Beauty,298991,101,283,373.74,0.356890459
03/04/25,Tuesday,FALSE,1050,MAC,Beauty,338647,96,237,423.31,0.405063291
03/05/25,Wednesday,FALSE,1050,MAC,Beauty,199808,101,298,249.76,0.338926174
03/06/25,Thursday,FALSE,1050,MAC,Beauty,275577,119,418,344.47,0.284688995
03/07/25,Friday,FALSE,1050,MAC,Beauty,357294,108,291,446.62,0.371134021
03/08/25,Saturday,TRUE,1050,MAC,Beauty,561878,271,953,702.35,0.284365163
03/09/25,Sunday,TRUE,1050,MAC,Beauty,784870,103,348,981.09,0.295977011
03/10/25,Monday,FALSE,1050,MAC,Beauty,175913,100,304,219.89,0.328947368
03/11/25,Tuesday,FALSE,1050,MAC,Beauty,399062,110,389,498.83,0.28277635
03/12/25,Wednesday,FALSE,1050,MAC,Beauty,166190,134,473,207.74,0.283298097
03/13/25,Thursday,FALSE,1050,MAC,Beauty,337142,148,487,421.43,0.303901437
03/14/25,Friday,FALSE,1050,MAC,Beauty,1099001,270,787,1373.75,0.343074968
03/15/25,Saturday,TRUE,1050,MAC,Beauty,492617,172,497,615.77,0.346076459
